,wind_direction,wind_speed,turbulence_intensity,yaw_angles_opt,farm_power_opt,farm_power_baseline
21,105.0,4.840558842973001,0.06,"[-15.    -18.75  -24.375   0.      0.      7.5     0.    -11.25    0.
   0.      0.      0.    -30.      0.      0.    -24.375]",4779854.232946158,4260928.415410696
22,110.0,4.840558842973001,0.06,"[ 15.   -30.    18.75   0.   -11.25   0.     0.   -22.5    0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",4375184.556528188,3773839.5371766477
23,115.0,4.840558842973001,0.06,"[  0.     0.     0.     0.   -18.75   0.     0.     0.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",4137897.0578885926,3725374.1747799055
24,120.0,4.840558842973001,0.06,"[  0.     0.     0.     0.    30.     0.   -11.25 -18.75   0.     0.
   0.     0.     0.    30.     0.    11.25]",4258077.5433543455,4040406.6743024504
25,125.0,4.840558842973001,0.06,"[-11.25   0.     0.     0.    18.75   0.   -15.   -30.     0.     0.
   0.     0.     0.    11.25   0.     0.  ]",4297486.01013353,4116447.7407072713
26,130.0,4.840558842973001,0.06,"[ 18.75  30.   -11.25   0.    11.25   0.     0.     0.     0.     0.
   0.     0.   -11.25   0.     0.   -15.  ]",4394020.328298766,4238663.009891378
27,135.0,4.840558842973001,0.06,"[-15.     15.    -15.      0.      0.      0.    -22.5     0.      0.
   0.      0.      0.    -24.375   0.      0.    -15.   ]",4415138.640972417,4119730.4490942094
28,140.0,4.840558842973001,0.06,"[  0.     22.5   -24.375   0.      0.      0.      0.      0.      0.
   0.      0.      0.    -30.      0.     -7.5   -22.5  ]",4195084.764785419,4049144.1379353856
29,145.0,4.840558842973001,0.06,"[-22.5   0.  -30.    0.    0.    0.  -30.  -22.5   0.    0.    0.    0.
  22.5   0.  -22.5 -30. ]",4063747.4696965353,3704334.512540688
30,150.0,4.840558842973001,0.06,"[ 11.25 -18.75  30.     0.     0.     0.     0.    15.     0.     0.
   0.     0.    11.25   0.    30.     0.  ]",3881194.265744788,3589524.606945879
31,155.0,4.840558842973001,0.06,"[  0.    -11.25    0.      0.      0.      0.      0.    -15.      0.
   0.      0.      0.      0.      0.     15.     28.125]",4149754.1357196346,3928460.461482473
32,160.0,4.840558842973001,0.06,"[-11.25  30.    22.5    0.     0.     0.     0.    15.     0.     0.
   0.     0.     0.     0.     0.    30.  ]",4243705.622430535,3917148.5662838793
33,165.0,4.840558842973001,0.06,"[ 11.25   0.     0.     0.     0.     0.    22.5  -15.     0.     0.
   0.     0.     0.     0.     0.    30.  ]",4697084.556707047,4389104.279251188
34,170.0,4.840558842973001,0.06,"[-15.    -24.375 -22.5     0.      0.      0.     15.     15.      0.
   0.      0.      0.      0.      0.      0.     22.5  ]",4809613.718717713,4516380.357574023
35,175.0,4.840558842973001,0.06,"[-30.     0.    11.25   0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.    11.25]",4768922.667785581,4632847.928456685
36,180.0,4.840558842973001,0.06,"[ 15.     24.375  18.75    0.      0.      0.    -15.    -15.      0.
  24.375   0.      0.      0.      0.      0.     15.   ]",4699187.992295727,4534395.190593105
37,185.0,4.840558842973001,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",5051921.116293366,4811720.639216179
38,190.0,4.840558842973001,0.06,"[  0.   -18.75   0.     0.   -11.25   0.    30.     0.     0.     0.
 -11.25   0.     0.     0.    -7.5    0.  ]",4892485.948470053,4654028.211688896
39,195.0,4.840558842973001,0.06,"[ 24.375  11.25    0.      0.    -22.5     0.    -15.      0.      0.
   0.    -24.375   0.      0.      0.    -11.25    0.   ]",4731400.1191995405,4422520.923699027
40,200.0,4.840558842973001,0.06,"[-11.25    0.      0.      0.    -30.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -30.    -28.125]",4370711.12853419,3853368.041429632
41,205.0,4.840558842973001,0.06,"[  7.5    0.     0.     0.   -15.     0.    22.5    0.     0.   -15.
   0.     0.   -18.75 -11.25 -30.   -22.5 ]",3949043.518724967,3679666.63953048
42,210.0,4.840558842973001,0.06,"[  0.      0.      0.      0.      0.    -11.25   18.75    0.      0.
 -30.      0.      0.      0.    -28.125  18.75  -22.5  ]",3711418.022893098,3264378.2949900893
43,215.0,4.840558842973001,0.06,"[  0.      0.      0.      0.     22.5   -24.375   0.      0.      0.
  22.5    30.      0.    -18.75  -30.     30.     30.   ]",4010950.514646257,3455424.748948475
44,220.0,4.840558842973001,0.06,"[ 0.     0.     0.     0.     7.5    0.     0.     0.     0.     0.
 24.375  0.     0.    30.    24.375 15.   ]",4246586.870777954,3966991.681881129
45,225.0,4.840558842973001,0.06,"[  0.     0.     0.     0.     0.    22.5    0.     0.     0.   -18.75
  11.25   0.     0.     0.    11.25   0.  ]",4406094.968662891,4289512.461796453
46,230.0,4.840558842973001,0.06,"[  0.    0.  -15.    0.    0.    0.    0.    0.    0.    0.    0.    0.
  22.5   0.  -15.    0. ]",4527051.818442125,4382604.684692872
47,235.0,4.840558842973001,0.06,"[  0.    0.  -30.    0.   15.    0.    0.    0.    0.   22.5   0.    0.
   0.    0.  -30.    0. ]",4364332.870065428,4053379.2180430144
48,240.0,4.840558842973001,0.06,"[  0.   0.  30.   0. -15.   0.   0.   0.   0.   0. -15.   0.   0.  15.
  30.   0.]",4527054.69263712,4162711.5153498
49,245.0,4.840558842973001,0.06,"[  0.      0.     11.25    0.    -22.5     0.      0.      0.    -18.75
  24.375  18.75    0.      0.      0.     15.      0.   ]",4443475.464174476,4179360.538364184
50,250.0,4.840558842973001,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    30.     0.
   0.   -18.75   0.     0.   -11.25   0.  ]",4440370.868324174,4272327.204751417
51,255.0,4.840558842973001,0.06,"[  0.      0.     11.25    0.    -30.      0.      0.      0.     11.25
 -22.5   -18.75   15.      0.      0.    -24.375   0.   ]",4457205.31177514,4011774.830302286
52,260.0,4.840558842973001,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.   -15.     0.
   0.     0.     0.     0.    30.     0.  ]",4450506.39248867,4176660.545268583
53,265.0,4.840558842973001,0.06,"[  0.      0.      0.      0.      0.      0.      0.      0.    -30.
  11.25  -24.375   0.      0.      0.     15.      0.   ]",4502755.471417874,4278240.899682556
54,270.0,4.840558842973001,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    18.75   0.
  30.   -15.     0.     0.   -11.25   0.  ]",4544813.812380232,4254865.421675906
55,275.0,4.840558842973001,0.06,"[  0.      0.      0.      0.     22.5     0.      0.      0.     24.375
   0.     18.75  -30.      0.      0.    -30.      0.   ]",4711120.909696963,4276267.307111168
56,280.0,4.840558842973001,0.06,"[-15.      0.      0.      0.      0.      0.      0.      0.      0.
   0.     -7.5    24.375   0.      0.     15.      0.   ]",4879279.507345553,4645826.339905767
57,285.0,4.840558842973001,0.06,"[-28.125 -11.25    0.      0.    -24.375   0.      0.      0.    -24.375
   0.    -30.      0.      0.      0.    -11.25    0.   ]",4671334.225252505,4086787.384007846
58,290.0,4.840558842973001,0.06,"[-30.   -18.75   0.     0.   -30.     0.     0.     0.    15.     0.
  30.   -18.75   0.     0.    30.     0.  ]",4197132.145870552,3766330.2243509283
59,295.0,4.840558842973001,0.06,"[-18.75   0.     0.     0.   -15.     0.     0.     0.   -18.75   0.
  18.75 -30.     0.     0.    15.     0.  ]",4157671.664590547,3769121.1437173784
60,300.0,4.840558842973001,0.06,"[15.  30.   0.   0.   0.   0.  -7.5  0.   0.   0.   0.  30.   0.   0.
  0.   0. ]",4146803.2079120153,3938188.772330654
61,305.0,4.840558842973001,0.06,"[ 22.5    28.125   0.      0.     30.      0.    -15.      0.     22.5
   0.      0.     11.25    0.      0.      0.      0.   ]",4565488.5186059335,4220116.472390468
62,310.0,4.840558842973001,0.06,"[ 11.25  15.   -11.25   0.    15.     0.   -22.5    0.     0.     0.
 -15.    -7.5    0.     0.     0.   -15.  ]",4689572.097691674,4529229.33163099
63,315.0,4.840558842973001,0.06,"[  0.      0.    -18.75    0.     15.      0.    -30.      0.      0.
   0.    -18.75  -24.375   0.      0.      0.    -28.125]",4536191.064028093,4049636.8571932428
64,320.0,4.840558842973001,0.06,"[  0.    0.  -30.    0.    0.    0.    0.    0.   -7.5   0.  -30.  -30.
   0.    0.    0.    0. ]",4069022.8836918985,3928480.2434158265
65,325.0,4.840558842973001,0.06,"[  0.     0.   -30.     0.     0.     0.     0.     0.   -22.5    0.
 -18.75  30.    -7.5    0.     0.   -18.75]",3969854.2556454716,3527272.7322108336
66,330.0,4.840558842973001,0.06,"[  0.    0.  -22.5   0.    0.    0.    0.    0.   30.    0.   30.    0.
   0.    0.    0.    0. ]",3792341.915530389,3631208.986376718
67,335.0,4.840558842973001,0.06,"[  0.     0.    22.5    0.     0.     0.    30.     0.    15.     0.
  22.5   11.25 -11.25 -15.     0.     0.  ]",4333826.778825117,3916384.678409988
68,340.0,4.840558842973001,0.06,"[  0.      0.     30.      0.      0.      0.      0.      0.      0.
   0.     11.25  -18.75   24.375  18.75    0.      0.   ]",4420041.640077336,4177770.956222567
69,345.0,4.840558842973001,0.06,"[  0.     0.    22.5    0.     0.   -18.75  18.75   0.     0.     0.
   0.   -18.75  11.25   0.     0.    15.  ]",4668585.134200919,4459555.078504203
70,350.0,4.840558842973001,0.06,"[  0.      0.      0.      0.      0.     15.     15.      0.      0.
   0.      0.    -30.    -15.    -24.375   0.     15.   ]",4693907.25830232,4373961.5763061205
71,355.0,4.840558842973001,0.06,"[  0.     0.    18.75   0.     0.   -15.     0.     0.   -11.25   0.
   0.    30.   -30.    15.     0.     0.  ]",4875587.320881368,4603171.574395983
0,0.0,4.7692012662583325,0.06,"[  0.      0.      7.5   -15.      0.    -28.125   0.      0.     28.125
   0.      0.     18.75  -11.25    0.      0.      0.   ]",4352931.757699221,4161339.867331339
1,5.0,4.7692012662583325,0.06,"[  0.     0.     0.     0.     0.    11.25   0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",4754338.230185114,4546870.746339828
2,10.0,4.7692012662583325,0.06,"[  0.      0.      0.    -18.75    0.    -15.      0.      0.      0.
   0.    -15.    -11.25   24.375  15.      0.      0.   ]",4712886.821800353,4472613.594999192
3,15.0,4.7692012662583325,0.06,"[  0.      0.      0.     11.25  -18.75   22.5     0.      0.      0.
   0.    -24.375 -18.75    0.    -11.25    0.      0.   ]",4530191.231161788,4249826.8006962985
4,20.0,4.7692012662583325,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -30.    -28.125 -15.      0.      0.   ]",4252714.561184421,3949867.2156514395
5,25.0,4.7692012662583325,0.06,"[  0.      0.      0.      7.5   -30.    -24.375   0.      0.      0.
   0.      0.    -18.75  -28.125   0.    -22.5     0.   ]",3753239.7143080304,3400889.909525796
6,30.0,4.7692012662583325,0.06,"[  0.      0.      0.    -15.    -15.    -30.      0.      0.      0.
   0.      0.     18.75   28.125 -22.5     0.      0.   ]",3624683.0302084493,3248524.3522300916
7,35.0,4.7692012662583325,0.06,"[  0.      0.      0.    -28.125  30.    -30.      0.      0.      0.
   0.     24.375  30.     15.    -30.     24.375   0.   ]",3822605.201739366,3481226.23185204
8,40.0,4.7692012662583325,0.06,"[  0.      0.    -11.25   30.     24.375  30.      0.      0.      0.
   0.     11.25   22.5    11.25    0.      0.      0.   ]",3872080.332931691,3569196.6032858556
9,45.0,4.7692012662583325,0.06,"[ 0.     0.     0.    28.125  0.    15.     0.     0.     0.     0.
  0.    11.25   0.     0.     0.     0.   ]",4084537.5769592356,3950241.5576858493
10,50.0,4.7692012662583325,0.06,"[  0.     0.   -11.25   0.     0.     0.     0.     0.     0.     0.
   0.     0.   -11.25   0.     0.    -7.5 ]",4173020.206344967,4135679.613373147
11,55.0,4.7692012662583325,0.06,"[  0.      0.    -28.125   0.      0.     22.5     0.      0.      0.
   0.      0.      0.    -18.75   30.      0.     22.5  ]",4085439.8041258818,3795099.8515427886
12,60.0,4.7692012662583325,0.06,"[  0.      0.      0.    -15.      0.     28.125  -7.5     0.      0.
   0.      0.      0.     11.25   28.125   0.      0.   ]",4202130.9722931655,4007784.70635798
13,65.0,4.7692012662583325,0.06,"[  0.      0.      0.     15.      0.     15.     28.125   0.      0.
   0.      0.    -18.75    7.5    28.125   0.      0.   ]",4175394.302729619,3984164.4414725928
14,70.0,4.7692012662583325,0.06,"[-15.      0.      0.    -18.75    0.      0.     11.25    0.      0.
   0.      0.     24.375  30.     11.25    0.     -7.5  ]",4376083.612424202,4160845.8041944485
15,75.0,4.7692012662583325,0.06,"[-22.5     0.    -18.75   18.75    0.    -28.125   0.      0.      0.
   0.      0.     15.     28.125   0.      0.    -28.125]",4425927.004235234,3912969.7220925596
16,80.0,4.7692012662583325,0.06,"[  7.5  -11.25 -30.     0.     0.    30.     0.     0.     0.     0.
  -7.5    0.    15.     0.     0.    30.  ]",4432766.666393248,4084570.189314591
17,85.0,4.7692012662583325,0.06,"[  0.     18.75    0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     18.75 ]",4484692.854338464,4208849.294096658
18,90.0,4.7692012662583325,0.06,"[  0.      0.     30.      0.      0.    -15.    -15.    -15.      0.
   0.     28.125   0.      0.     30.      0.      0.   ]",4479765.905281559,4112721.3842714066
19,95.0,4.7692012662583325,0.06,"[  0.     0.    22.5    0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",4543138.829637302,4083197.6686562947
20,100.0,4.7692012662583325,0.06,"[  0.    -11.25    0.      0.      0.     28.125  18.75    0.      0.
   0.      0.      0.     -7.5     0.      0.      0.   ]",4697159.0573848,4428868.596128271
21,105.0,4.7692012662583325,0.06,"[-15.    -22.5   -24.375   0.      0.      7.5     0.    -11.25    0.
   0.      0.      0.    -30.      0.      0.    -24.375]",4534458.126877974,4039598.462032784
22,110.0,4.7692012662583325,0.06,"[ 15.   -30.    18.75   0.   -11.25   0.     0.   -18.75   0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",4144517.9204135034,3582435.0129304836
23,115.0,4.7692012662583325,0.06,"[  0.     0.     0.     0.   -18.75   0.     0.     0.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",3922577.0598686384,3535302.313053618
24,120.0,4.7692012662583325,0.06,"[  0.      0.      0.      0.     28.125   0.    -15.      0.      0.
   0.      0.      0.      0.     28.125   0.      7.5  ]",4019097.1112664556,3830188.0440749815
25,125.0,4.7692012662583325,0.06,"[-11.25   0.     0.     0.    15.     0.   -15.   -30.     0.     0.
   0.     0.     0.    11.25   0.     0.  ]",4072774.8916724846,3937612.2148112003
26,130.0,4.7692012662583325,0.06,"[ 18.75  30.   -11.25   0.    11.25   0.     0.     0.     0.     0.
   0.     0.   -11.25   0.     0.   -15.  ]",4162400.1651255107,4013054.341425447
27,135.0,4.7692012662583325,0.06,"[ 11.25  -30.    -15.      0.      0.      0.      0.     22.5     0.
   0.      0.      0.    -24.375   0.      0.    -18.75 ]",4171149.965772231,3900895.299909456
28,140.0,4.7692012662583325,0.06,"[  0.     22.5   -24.375   0.      0.      0.      0.      0.      0.
   0.      0.      0.    -30.      0.     -7.5   -22.5  ]",3978193.522552858,3842787.670634413
29,145.0,4.7692012662583325,0.06,"[-22.5   0.  -30.    0.    0.    0.    0.  -22.5   0.    0.    0.    0.
  22.5   0.  -22.5 -30. ]",3862433.6449626912,3514228.5198594322
30,150.0,4.7692012662583325,0.06,"[ 15.   -18.75   0.     0.     0.     0.     0.    15.     0.     0.
   0.     0.    11.25   0.    30.    18.75]",3691191.064889017,3414542.4773485796
31,155.0,4.7692012662583325,0.06,"[ 11.25 -11.25   0.     0.     0.     0.     0.   -15.     0.     0.
   0.     0.     0.     0.    15.    22.5 ]",4010054.3252238045,3723123.4654191956
32,160.0,4.7692012662583325,0.06,"[-7.5   28.125 22.5    0.     0.     0.    30.    11.25   0.     0.
  0.     0.     0.     0.     0.    30.   ]",4035491.8652624395,3749262.741139384
33,165.0,4.7692012662583325,0.06,"[ 15.    0.    0.    0.    0.    0.   22.5 -15.    0.    0.    0.    0.
   0.    0.    0.   30. ]",4457726.019453428,4159528.7159347613
34,170.0,4.7692012662583325,0.06,"[-15.    -24.375 -22.5     0.      0.      0.     15.     15.      0.
   0.      0.      0.      0.      0.      0.     22.5  ]",4559900.0044162525,4284556.640369282
35,175.0,4.7692012662583325,0.06,"[-30.     0.    11.25   0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.    11.25]",4519990.211536464,4391565.853243932
36,180.0,4.7692012662583325,0.06,"[ 15.     28.125  18.75    0.      0.      0.    -15.    -15.      0.
  28.125   0.      0.      0.      0.      0.     15.   ]",4454288.900723289,4297349.16754638
37,185.0,4.7692012662583325,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",4791621.762672817,4564297.839313638
38,190.0,4.7692012662583325,0.06,"[  0.    -18.75    0.      0.    -11.25    0.     28.125   0.      0.
   0.    -11.25    0.      0.      0.    -15.      0.   ]",4625667.052523814,4415886.408614586
39,195.0,4.7692012662583325,0.06,"[ 24.375  11.25    0.      0.    -22.5     0.    -15.      0.      0.
   0.    -24.375   0.      0.      0.    -11.25    0.   ]",4484807.664595569,4191702.368743024
40,200.0,4.7692012662583325,0.06,"[-11.25    0.      0.      0.    -30.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -30.    -28.125]",4143457.5235905126,3649619.3856225894
