,wind_direction,wind_speed,turbulence_intensity,yaw_angles_opt,farm_power_opt,farm_power_baseline
19,95.0,5.290411201685793,0.06,"[  0.     0.    22.5    0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",6513910.681650858,5924719.339078514
20,100.0,5.290411201685793,0.06,"[  0.    -11.25    0.      0.      0.     28.125  18.75    0.      0.
   0.      0.      0.     -7.5     0.      0.      0.   ]",6748198.6709830165,6402650.185779418
21,105.0,5.290411201685793,0.06,"[-15.    -22.5   -24.375   0.      0.      7.5     0.    -11.25    0.
   0.      0.      0.    -30.      0.      0.    -24.375]",6507573.329199331,5843278.930935426
22,110.0,5.290411201685793,0.06,"[ 18.75 -30.    18.75   0.   -11.25   0.     0.   -18.75   0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",5960893.957718558,5173605.673796446
23,115.0,5.290411201685793,0.06,"[  0.     0.     0.     0.   -15.     0.     0.     0.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",5655185.178306897,5091286.305286173
24,120.0,5.290411201685793,0.06,"[  0.      0.      0.      0.     28.125   0.      0.    -15.      0.
   0.      0.      0.      0.     28.125   0.      0.   ]",5796692.89661314,5550220.94025097
25,125.0,5.290411201685793,0.06,"[-11.25    0.      0.      0.     15.      0.    -24.375 -22.5     0.
   0.      0.      0.      0.     11.25    0.      0.   ]",5861545.255306747,5520703.973200457
26,130.0,5.290411201685793,0.06,"[ 18.75   0.   -11.25   0.    11.25   0.     0.    30.     0.     0.
   0.     0.   -11.25   0.     0.     0.  ]",5954424.083934368,5827461.650282269
27,135.0,5.290411201685793,0.06,"[-11.25   15.    -18.75    0.      0.      0.    -24.375   0.      0.
   0.      0.      0.    -24.375   0.      0.    -15.   ]",6035974.729712391,5676958.402360845
28,140.0,5.290411201685793,0.06,"[  0.     22.5   -28.125   0.      0.      0.    -30.      7.5     0.
   0.      0.      0.    -30.      0.     -7.5   -22.5  ]",5739539.070208678,5463575.961055072
29,145.0,5.290411201685793,0.06,"[-15.      0.    -30.      0.      0.      0.      0.    -22.5     0.
   0.      0.      0.     22.5     0.    -24.375 -30.   ]",5534683.736337075,5015689.440666921
30,150.0,5.290411201685793,0.06,"[ 22.5  -18.75   0.     0.     0.     0.     0.    15.     0.     0.
   0.     0.    11.25   0.    30.    30.  ]",5343416.768391232,4891376.503472617
31,155.0,5.290411201685793,0.06,"[  0.   -11.25   0.     0.     0.     0.     0.   -15.     0.     0.
   0.     0.     0.     0.    15.    22.5 ]",5658928.24376097,5384675.116883314
32,160.0,5.290411201685793,0.06,"[30.    28.125 22.5    0.     0.     0.    30.    11.25   0.     0.
  0.     0.     0.     0.     0.    30.   ]",5938288.975043493,5339290.839810775
33,165.0,5.290411201685793,0.06,"[ 15.    0.    0.    0.    0.    0.   22.5 -15.    0.    0.    0.    0.
   0.    0.    0.   30. ]",6422311.846852405,5999758.551810922
34,170.0,5.290411201685793,0.06,"[-15.    -24.375 -18.75    0.      0.      0.     15.     15.      0.
   0.      0.      0.      0.      0.      0.     22.5  ]",6561136.860798601,6197985.6359092835
35,175.0,5.290411201685793,0.06,"[-30.     0.    18.75   0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.     7.5 ]",6501133.356542736,6331654.700856378
36,180.0,5.290411201685793,0.06,"[ 15.     28.125  18.75    0.      0.      0.    -15.    -11.25    0.
  28.125   0.      0.      0.      0.      0.     15.   ]",6409207.437692705,6206230.048556448
37,185.0,5.290411201685793,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",6867391.58928727,6550858.6538747195
38,190.0,5.290411201685793,0.06,"[  0.    -15.      0.      0.    -11.25    0.     28.125   0.      0.
   0.    -11.25    0.      0.      0.      0.      0.   ]",6648986.522913732,6375743.569731924
39,195.0,5.290411201685793,0.06,"[ 24.375  11.25    0.      0.    -22.5     0.    -15.      0.      0.
   0.    -24.375   0.      0.      0.    -11.25    0.   ]",6460164.957706273,6068384.3313513845
40,200.0,5.290411201685793,0.06,"[-11.25    0.      0.      0.      0.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -28.125 -28.125]",5835405.671988085,5335750.949246867
41,205.0,5.290411201685793,0.06,"[  7.5    0.     0.     0.   -11.25   0.    22.5    0.     0.   -15.
   0.     0.   -18.75 -11.25 -30.   -30.  ]",5411877.021574745,5023665.926711678
42,210.0,5.290411201685793,0.06,"[  0.      0.      0.      0.      0.    -11.25   18.75    0.      0.
 -30.     30.      0.      0.    -28.125  18.75  -18.75 ]",5069994.803150523,4484469.581543446
43,215.0,5.290411201685793,0.06,"[  0.      0.      0.      0.     22.5   -28.125   0.      0.      0.
  22.5    30.      0.    -15.    -30.     30.     30.   ]",5510813.230308819,4713020.822088475
44,220.0,5.290411201685793,0.06,"[  0.      0.      0.      0.     11.25    0.      0.      0.      0.
   0.     22.5     0.    -28.125  28.125  22.5    15.   ]",5842445.890972444,5454206.966583666
45,225.0,5.290411201685793,0.06,"[  0.     0.     0.     0.     0.    22.5    0.     0.     0.   -18.75
  11.25   0.    15.     0.    11.25   0.  ]",6004062.260272502,5853975.660008813
46,230.0,5.290411201685793,0.06,"[  0.     0.   -15.     0.     0.     0.     0.     0.     0.     0.
   0.     0.    18.75   0.   -15.     0.  ]",6174560.965505339,5991085.314358059
47,235.0,5.290411201685793,0.06,"[  0.      0.    -30.      0.     15.      0.      0.      0.      0.
  22.5     0.      0.     30.     24.375 -28.125   0.   ]",5965778.354268346,5471047.910180934
48,240.0,5.290411201685793,0.06,"[  0.      0.     30.      0.    -15.      0.      0.      0.      0.
   0.    -15.      0.      0.     15.     28.125   0.   ]",6168000.898306784,5703038.562706843
49,245.0,5.290411201685793,0.06,"[  0.      0.     15.      0.    -22.5     0.      0.      0.    -18.75
  28.125  15.      0.      0.      0.     15.      0.   ]",6053929.00580585,5734802.306765577
50,250.0,5.290411201685793,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    30.     0.
   0.   -18.75   0.     0.   -11.25   0.  ]",6068300.38137797,5857995.972731194
51,255.0,5.290411201685793,0.06,"[  0.      0.     11.25    0.    -30.      0.      0.      0.     11.25
 -22.5   -18.75   15.      0.      0.    -28.125   0.   ]",6094061.178639734,5536263.52970883
52,260.0,5.290411201685793,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.   -15.     0.
   0.     0.     0.     0.    30.     0.  ]",6069059.044814266,5726460.917135743
53,265.0,5.290411201685793,0.06,"[  0.     0.     0.     0.     0.     0.     0.     0.   -30.    11.25
 -22.5    0.     0.     0.    15.     0.  ]",6143201.6231126245,5841967.491834728
54,270.0,5.290411201685793,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    18.75   0.
  30.   -15.     0.     0.   -11.25   0.  ]",6213792.359394603,5836335.959739418
55,275.0,5.290411201685793,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.    22.5    0.
  18.75 -30.     0.     0.   -30.     0.  ]",6419048.875323528,5881114.233530433
56,280.0,5.290411201685793,0.06,"[-15.      0.      0.      0.      0.      0.      0.      0.      0.
   0.     -7.5    28.125   0.      0.     15.      0.   ]",6666506.469187753,6377795.383696843
57,285.0,5.290411201685793,0.06,"[-24.375 -11.25    0.      0.    -28.125   0.      0.      0.    -24.375
   0.    -30.      0.      0.      0.    -15.      0.   ]",6369985.58623679,5622398.098215889
58,290.0,5.290411201685793,0.06,"[-30.   -18.75   0.     0.   -30.     0.     0.     0.    15.     0.
  30.   -18.75   0.     0.    30.     0.  ]",5759578.999329237,5178641.191969989
59,295.0,5.290411201685793,0.06,"[-15.     0.     0.     0.   -11.25   0.     0.     0.   -18.75   0.
  18.75 -30.     0.     0.    15.     0.  ]",5654118.948446128,5190148.613969205
60,300.0,5.290411201685793,0.06,"[ 30.     30.      0.      0.    -30.      0.     -7.5     0.      0.
   0.      0.     28.125   0.      0.      0.      0.   ]",5645572.096726924,5359609.694757206
61,305.0,5.290411201685793,0.06,"[ 22.5    28.125   0.      0.     30.      0.    -15.      0.     22.5
   0.      0.     11.25    0.      0.      0.      0.   ]",6234243.400845946,5777823.044870419
62,310.0,5.290411201685793,0.06,"[  7.5   15.   -11.25   0.    15.     0.   -18.75   0.     0.     0.
 -15.    -7.5    0.     0.     0.   -15.  ]",6391754.220744788,6197508.961719131
63,315.0,5.290411201685793,0.06,"[  0.      0.    -18.75    0.     15.      0.    -30.      0.      0.
   0.    -18.75  -24.375   0.      0.      0.    -24.375]",6191749.814759541,5563971.133102618
64,320.0,5.290411201685793,0.06,"[  0.     0.     0.     0.     0.     0.   -30.     0.    -7.5    0.
  11.25 -30.     0.     0.     0.     0.  ]",5421794.983973793,4929629.385859718
65,325.0,5.290411201685793,0.06,"[  0.      0.    -30.      0.      0.      0.      0.      0.    -24.375
   0.    -15.     30.     -7.5     0.      0.    -15.   ]",5380897.880656452,4849807.860012971
66,330.0,5.290411201685793,0.06,"[  0.    0.  -22.5   0.    0.    0.    0.    0.   30.    0.   30.    0.
   7.5   0.    0.   30. ]",5188352.745395603,4958634.852910988
67,335.0,5.290411201685793,0.06,"[  0.     0.    18.75   0.     0.     0.    30.     0.    15.     0.
  22.5   15.   -11.25 -15.     0.     0.  ]",5894059.113992518,5372694.901912998
68,340.0,5.290411201685793,0.06,"[  0.      0.     30.      0.      0.      0.     30.      0.      0.
   0.     15.    -18.75   28.125  18.75    0.     30.   ]",6155418.923818587,5733655.6056011915
69,345.0,5.290411201685793,0.06,"[  0.      0.     24.375   0.      0.    -18.75   18.75    0.      0.
   0.      0.    -22.5    11.25    0.      0.     15.   ]",6377643.494710197,6068494.278181134
70,350.0,5.290411201685793,0.06,"[  0.      0.      0.      0.      0.     15.     15.      0.      0.
   0.      0.    -30.    -15.    -24.375   0.     11.25 ]",6404322.281288421,6000443.957932107
71,355.0,5.290411201685793,0.06,"[  0.     0.    18.75   0.     0.   -15.     0.     0.   -11.25   0.
   0.    30.   -30.    15.     0.     0.  ]",6629774.798383011,6287228.520738769
0,0.0,5.055705256854387,0.06,"[  0.      0.      0.    -18.75    0.    -28.125   0.      0.     28.125
   0.      0.     22.5   -15.      0.      0.      0.   ]",5340463.505672008,5115816.111537304
1,5.0,5.055705256854387,0.06,"[  0.     0.     0.     0.     0.     7.5    0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",5810846.784001557,5562598.603332734
2,10.0,5.055705256854387,0.06,"[  0.      0.      0.    -18.75    0.    -15.      0.      0.      0.
   0.    -15.    -11.25   24.375  18.75    0.      0.   ]",5781880.218072971,5489807.265542062
3,15.0,5.055705256854387,0.06,"[  0.      0.      0.     11.25  -15.     22.5     0.      0.      0.
   0.    -28.125 -18.75    0.    -11.25    0.      0.   ]",5564310.009321327,5228485.843468079
4,20.0,5.055705256854387,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -24.375 -24.375 -15.      0.      0.   ]",5226536.405269208,4734032.00689535
5,25.0,5.055705256854387,0.06,"[  0.    0.    0.    7.5 -30.  -22.5   0.    0.    0.    0.    0.  -15.
 -30.    0.  -22.5   0. ]",4607648.0688720485,4203754.915544764
6,30.0,5.055705256854387,0.06,"[  0.      0.      0.    -15.    -11.25  -28.125   0.      0.      0.
   0.      0.     15.     30.    -22.5     0.      0.   ]",4430659.654519332,4018071.7631981047
7,35.0,5.055705256854387,0.06,"[  0.      0.      0.    -28.125  30.    -30.      0.      0.      0.
   0.     22.5    30.     15.    -30.     24.375   0.   ]",4722867.071767223,4201196.122133169
8,40.0,5.055705256854387,0.06,"[  0.     0.     0.    30.    22.5  -15.     0.     0.     0.     0.
  11.25  22.5    7.5    0.     0.     0.  ]",4771956.343665684,4397993.028161387
9,45.0,5.055705256854387,0.06,"[ 0.     0.     0.    24.375  0.    15.     0.     0.     0.     0.
  0.    11.25   0.     0.     0.     0.   ]",5016142.771939829,4860933.920080099
10,50.0,5.055705256854387,0.06,"[  0.     0.   -11.25   0.     0.     0.     0.     0.     0.     0.
   0.     0.    -7.5    0.     0.   -11.25]",5110237.067513938,5070599.643294708
11,55.0,5.055705256854387,0.06,"[  0.      0.    -30.      0.      0.     24.375   0.      0.      0.
   0.      0.      0.    -22.5    30.      0.     24.375]",5032958.039647186,4668350.027735247
12,60.0,5.055705256854387,0.06,"[  0.    0.    0.  -15.    0.   22.5  -7.5   0.    0.    0.    0.    0.
   7.5  30.    0.    0. ]",5148537.152536288,4905612.760734009
13,65.0,5.055705256854387,0.06,"[  0.      0.      0.      7.5     0.     15.     28.125   0.      0.
   0.      0.    -15.     11.25   22.5     0.      0.   ]",5142392.368748706,4904431.767332259
14,70.0,5.055705256854387,0.06,"[  0.      0.      0.    -18.75    0.      0.      0.      0.      0.
   0.      0.     24.375  30.     11.25    0.     -7.5  ]",5360775.083650822,5116233.627671684
15,75.0,5.055705256854387,0.06,"[-24.375   0.    -15.     18.75    0.    -24.375   0.      0.      0.
   0.      0.     15.     28.125   0.      0.    -24.375]",5451688.727257144,4819703.294808704
16,80.0,5.055705256854387,0.06,"[  7.5   -11.25  -30.      0.      0.     28.125   0.      0.      0.
   0.     -7.5     0.     15.      0.      0.     30.   ]",5435260.254633282,5020299.125907019
17,85.0,5.055705256854387,0.06,"[  0.     18.75    0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     18.75 ]",5483677.245757967,5156476.901458326
18,90.0,5.055705256854387,0.06,"[  0.     0.    30.     0.     0.   -15.   -15.   -18.75   0.     0.
  30.     0.     0.    30.     0.     0.  ]",5483522.411298433,4998251.452118598
19,95.0,5.055705256854387,0.06,"[  0.     0.    22.5    0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",5564992.249604229,5024049.574624844
20,100.0,5.055705256854387,0.06,"[  0.    -11.25    0.      0.      0.     24.375  18.75    0.      0.
   0.      0.      0.    -11.25    0.      0.      0.   ]",5764651.218867637,5445039.486101888
21,105.0,5.055705256854387,0.06,"[-15.    -22.5   -24.375   0.      0.      7.5     0.    -11.25    0.
   0.      0.      0.    -30.      0.      0.    -24.375]",5562349.987769179,4965995.727481889
22,110.0,5.055705256854387,0.06,"[ 18.75 -30.    18.75   0.   -11.25   0.     0.   -22.5    0.     0.
   0.     0.    30.   -18.75   0.   -30.  ]",5093309.240917871,4389646.9635147955
23,115.0,5.055705256854387,0.06,"[  0.     0.     0.     0.   -18.75   0.   -15.     0.     0.     0.
   0.     0.    18.75 -30.     0.    30.  ]",4817117.699157612,4331382.938973837
24,120.0,5.055705256854387,0.06,"[  0.      0.      0.      0.     28.125   0.    -15.    -15.      0.
   0.      0.      0.      0.     28.125   0.     11.25 ]",4960580.30914513,4711818.293680244
25,125.0,5.055705256854387,0.06,"[-11.25   0.     0.     0.    18.75   0.   -15.   -30.     0.     0.
   0.     0.     0.    11.25   0.     0.  ]",4997671.940355115,4679700.651661427
26,130.0,5.055705256854387,0.06,"[ 18.75   0.   -11.25   0.     7.5    0.     0.    30.     0.     0.
   0.     0.    -7.5    0.     0.     0.  ]",5068162.206951631,4953213.56563488
27,135.0,5.055705256854387,0.06,"[-15.     15.    -15.      0.      0.      0.    -22.5     0.      0.
   0.      0.      0.    -24.375   0.      0.    -15.   ]",5144122.662594895,4817119.431781363
28,140.0,5.055705256854387,0.06,"[  0.     15.    -28.125   0.      0.      0.      0.      7.5     0.
   0.      0.      0.    -24.375   0.     -7.5   -15.   ]",4857226.804796299,4691984.194836251
29,145.0,5.055705256854387,0.06,"[-18.75   0.   -30.     0.     0.     0.     0.   -22.5    0.     0.
   0.     0.    22.5    0.   -22.5  -30.  ]",4738149.053996872,4311743.4496418275
30,150.0,5.055705256854387,0.06,"[ 22.5  -18.75   0.     0.     0.     0.     0.    18.75   0.     0.
   0.     0.     7.5    0.    30.    30.  ]",4558698.098351093,4157680.863734658
31,155.0,5.055705256854387,0.06,"[ 15.   -11.25   0.     0.     0.     0.    30.   -15.     0.     0.
   0.     0.     0.     0.    15.    22.5 ]",4830351.033386019,4575170.240640138
32,160.0,5.055705256854387,0.06,"[30.    28.125 22.5    0.     0.     0.    30.    15.     0.     0.
  0.     0.     0.     0.     0.    30.   ]",5053069.806087011,4540420.677221066
33,165.0,5.055705256854387,0.06,"[ 15.     0.     0.     0.     0.     0.    22.5  -18.75   0.     0.
   0.     0.     0.     0.     0.    30.  ]",5477641.892751253,5109836.246661976
34,170.0,5.055705256854387,0.06,"[-15.    -24.375 -18.75    0.      0.      0.     15.     15.      0.
   0.      0.      0.      0.      0.      0.     22.5  ]",5596816.401283711,5271932.306439931
35,175.0,5.055705256854387,0.06,"[-30.     0.    18.75   0.     0.     0.     0.     0.     0.   -11.25
   0.     0.     0.     0.     0.    11.25]",5540929.334366259,5395477.238395275
36,180.0,5.055705256854387,0.06,"[ 15.     28.125  18.75    0.      0.      0.    -18.75  -18.75    0.
  28.125   0.      0.      0.      0.      0.     15.   ]",5469114.831225782,5276472.847020943
37,185.0,5.055705256854387,0.06,"[-22.5    7.5    0.     0.     0.     0.   -30.     0.     0.    11.25
   0.     0.     0.     0.     0.     0.  ]",5859617.73447246,5582118.48951787
38,190.0,5.055705256854387,0.06,"[  0.    -18.75    0.      0.    -11.25    0.     28.125   0.      0.
   0.    -11.25    0.      0.      0.      0.      0.   ]",5678144.044016214,5423886.546623688
39,195.0,5.055705256854387,0.06,"[ 28.125  11.25    0.      0.    -22.5     0.    -18.75    0.      0.
   0.    -22.5     0.      0.      0.    -11.25    0.   ]",5500834.333281036,5155930.552637801
40,200.0,5.055705256854387,0.06,"[-11.25    0.      0.      0.      0.      0.     30.      0.      0.
   0.    -30.      0.      0.      0.    -24.375 -24.375]",4987875.811039423,4514467.353856005
41,205.0,5.055705256854387,0.06,"[  7.5    0.     0.     0.   -15.     0.    22.5    0.     0.   -15.
   0.     0.   -18.75 -11.25 -30.   -30.  ]",4616726.9534187615,4281654.816307236
42,210.0,5.055705256854387,0.06,"[  0.     0.     0.     0.     0.   -11.25  22.5    0.     0.   -30.
   0.     0.     0.   -30.    18.75 -22.5 ]",4316673.85366987,3796167.50767273
43,215.0,5.055705256854387,0.06,"[  0.      0.      0.      0.     22.5   -28.125   0.      0.      0.
  22.5    30.      0.    -15.    -30.     30.     30.   ]",4689742.172208675,4010234.6101803323
44,220.0,5.055705256854387,0.06,"[ 0.     0.     0.     0.    11.25   0.     0.     0.     0.     0.
 22.5    0.     0.    28.125 22.5   18.75 ]",4941061.250901359,4634219.070804065
45,225.0,5.055705256854387,0.06,"[  0.     0.     0.     0.     0.    18.75   0.     0.     0.   -22.5
  11.25   0.    15.     0.    11.25   0.  ]",5120766.338744661,4988598.355413984
46,230.0,5.055705256854387,0.06,"[  0.    0.  -15.    0.    0.    0.    0.    0.    0.    0.    0.    0.
  22.5   0.  -15.    0. ]",5264828.267372852,5095441.035983236
47,235.0,5.055705256854387,0.06,"[  0.      0.    -30.      0.     15.      0.      0.      0.      0.
  22.5     0.      0.     30.     24.375 -28.125   0.   ]",5086518.583481213,4645010.1704475535
48,240.0,5.055705256854387,0.06,"[  0.      0.     30.      0.    -15.      0.      0.      0.      0.
   0.    -15.      0.      0.     15.     28.125   0.   ]",5261574.126773499,4850605.543757726
49,245.0,5.055705256854387,0.06,"[  0.      0.     11.25    0.    -22.5     0.      0.      0.    -18.75
  28.125  18.75    0.      0.      0.     11.25    0.   ]",5168247.217307545,4874811.485420274
50,250.0,5.055705256854387,0.06,"[  0.      0.     11.25    0.     28.125   0.      0.      0.     30.
   0.      0.    -18.75    0.      0.     -7.5     0.   ]",5172669.907961603,4991745.193720855
51,255.0,5.055705256854387,0.06,"[  0.      0.     11.25    0.    -30.      0.      0.      0.     11.25
 -24.375 -18.75   15.      0.      0.    -24.375   0.   ]",5206109.788756594,4687604.506016927
52,260.0,5.055705256854387,0.06,"[  0.     0.     0.     0.    18.75   0.     0.     0.   -15.     0.
   0.     0.     0.     0.    30.     0.  ]",5176891.970716465,4871801.763822445
53,265.0,5.055705256854387,0.06,"[  0.    0.    0.    0.    0.    0.    0.    0.  -30.   15.  -22.5   0.
   0.    0.   15.    0. ]",5239928.777970649,4966025.635385361
54,270.0,5.055705256854387,0.06,"[  0.     0.     0.     0.    30.     0.     0.     0.    18.75   0.
  30.   -15.     0.     0.   -11.25   0.  ]",5290560.651721882,4946488.8808034565
55,275.0,5.055705256854387,0.06,"[  0.      0.      0.      0.     22.5     0.      0.      0.     24.375
   0.     18.75  -30.      0.      0.    -30.      0.   ]",5482483.482014582,4990731.496681694
56,280.0,5.055705256854387,0.06,"[-15.      0.      0.      0.      0.      0.      0.      0.      0.
   0.     -7.5    24.375   0.      0.     15.      0.   ]",5685046.403194838,5420908.945973408
57,285.0,5.055705256854387,0.06,"[-24.375 -11.25    0.      0.    -24.375   0.      0.      0.    -24.375
   0.    -30.      0.      0.      0.    -15.      0.   ]",5446267.98932181,4770153.766330577
58,290.0,5.055705256854387,0.06,"[-30.   -18.75   0.     0.   -30.     0.     0.     0.    15.     0.
  30.   -18.75   0.     0.    30.     0.  ]",4898432.716953234,4393893.3465335285
59,295.0,5.055705256854387,0.06,"[-18.75   0.     0.     0.    -7.5    0.     0.     0.   -18.75   0.
  18.75 -30.     0.     0.    15.     0.  ]",4844357.484795086,4405060.006212199
60,300.0,5.055705256854387,0.06,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.    28.125  0.     0.     0.     0.   ]",4755753.14169623,4581543.944757551
61,305.0,5.055705256854387,0.06,"[ 22.5    28.125   0.      0.     30.      0.    -15.      0.     22.5
   0.      0.     11.25    0.      0.      0.      0.   ]",5305896.038428617,4914919.955072284
62,310.0,5.055705256854387,0.06,"[ 11.25  15.   -11.25   0.    18.75   0.   -22.5    0.     0.     0.
 -15.    -7.5    0.     0.     0.   -15.  ]",5452316.435432001,5275968.376974757
63,315.0,5.055705256854387,0.06,"[  0.      0.    -15.      0.     15.      0.    -30.      0.      0.
   0.    -18.75  -24.375   0.      0.      0.    -24.375]",5285187.124553557,4728883.644144184
64,320.0,5.055705256854387,0.06,"[  0.    0.    0.    0.    0.    0.    0.    0.   -7.5   0.    7.5 -30.
   0.    0.    0.    0. ]",4648225.450237151,4443899.241291529
65,325.0,5.055705256854387,0.06,"[  0.     0.     0.     0.     0.     0.     0.     0.   -22.5    0.
 -15.    30.   -11.25   0.     0.   -18.75]",4610481.711371098,4116862.6461217143
66,330.0,5.055705256854387,0.06,"[  0.    0.  -22.5   0.    0.    0.    0.    0.   30.    0.   30.    0.
   7.5   0.    0.    0. ]",4424164.158496689,4180526.560907294
67,335.0,5.055705256854387,0.06,"[  0.      0.     22.5     0.      0.      0.     30.      0.     15.
   0.     24.375  11.25  -11.25  -15.      0.      0.   ]",5038704.682751717,4563977.879631529
68,340.0,5.055705256854387,0.06,"[  0.      0.     30.      0.      0.      0.     30.      0.      0.
   0.     15.    -18.75   28.125  18.75    0.     30.   ]",5247508.707697426,4867585.295802157
69,345.0,5.055705256854387,0.06,"[  0.      0.     24.375   0.      0.    -18.75   18.75    0.      0.
   0.      0.    -22.5     7.5     0.      0.     15.   ]",5447486.941864079,5185563.233961532
70,350.0,5.055705256854387,0.06,"[  0.      0.      7.5     0.      0.     15.     15.      0.      0.
   0.      0.    -30.    -15.    -24.375   0.     11.25 ]",5473950.452449475,5102699.485338356
71,355.0,5.055705256854387,0.06,"[  0.     0.    15.     0.     0.     0.     0.     0.   -11.25   0.
   0.    30.   -30.    11.25   0.     0.  ]",5654820.832389325,5353307.023808161
0,0.0,4.840558842973001,0.06,"[  0.      0.      0.    -15.      0.    -24.375   0.      0.     24.375
   0.      0.     22.5   -15.      0.      0.      0.   ]",4589847.748148998,4390071.163611876
1,5.0,4.840558842973001,0.06,"[  0.     0.     0.     0.     0.    11.25   0.     0.    11.25   0.
   0.     0.   -30.   -22.5    0.     0.  ]",5013304.612897505,4794632.284522599
2,10.0,4.840558842973001,0.06,"[  0.      0.      0.    -18.75    0.    -15.      0.      0.      0.
   0.    -15.    -11.25   24.375  15.      0.      0.   ]",4974454.5609739125,4715840.853052554
3,15.0,4.840558842973001,0.06,"[  0.      0.      0.     11.25  -18.75   22.5     0.      0.      0.
   0.    -24.375 -18.75    0.    -11.25    0.      0.   ]",4780170.450785052,4484026.387202531
4,20.0,4.840558842973001,0.06,"[  0.      0.      0.    -11.25  -30.      0.      0.      0.      0.
   0.    -30.    -28.125 -28.125 -15.      0.      0.   ]",4482908.981881536,4146365.7108875858
5,25.0,4.840558842973001,0.06,"[  0.      0.      0.      7.5   -30.    -22.5     0.      0.      0.
   0.      0.    -18.75  -28.125   0.    -22.5     0.   ]",3960173.315265723,3573373.477636334
6,30.0,4.840558842973001,0.06,"[  0.     0.     0.   -15.   -15.   -30.     0.     0.     0.     0.
   0.    18.75  30.   -22.5    0.     0.  ]",3822411.480070864,3431349.423177931
7,35.0,4.840558842973001,0.06,"[  0.      0.      0.    -30.     30.    -30.      0.      0.      0.
   0.      0.      0.     15.    -30.     28.125   0.   ]",3963343.8499221886,3657465.7804529136
8,40.0,4.840558842973001,0.06,"[ 0.    0.   -7.5  30.   22.5  30.    0.    0.    0.    0.   11.25 22.5
 15.    0.    0.    0.  ]",4084201.9209917723,3768186.0872783833
9,45.0,4.840558842973001,0.06,"[ 0.    0.    0.   30.    0.    0.    0.    0.    0.    0.    0.   11.25
  0.    0.    0.    0.  ]",4304825.632488158,4166087.534810874
10,50.0,4.840558842973001,0.06,"[  0.     0.   -11.25   0.     0.     0.     0.     0.     0.     0.
   0.     0.   -11.25   0.     0.    -7.5 ]",4399167.042895109,4361686.069849608
11,55.0,4.840558842973001,0.06,"[  0.      0.    -30.      7.5     0.     24.375   0.      0.      0.
   0.      0.      0.    -22.5    30.      0.     22.5  ]",4313359.375974841,4005537.4223230463
12,60.0,4.840558842973001,0.06,"[  0.      0.      0.    -15.      0.     22.5    -7.5     0.      0.
   0.      0.      0.     11.25   28.125   0.      0.   ]",4432088.1206242535,4224136.420616479
13,65.0,4.840558842973001,0.06,"[  0.      0.      0.     15.      0.     15.     24.375   0.      0.
   0.      0.    -18.75    7.5    28.125   0.      0.   ]",4407602.852541123,4205500.728793262
14,70.0,4.840558842973001,0.06,"[  0.      0.      0.    -18.75    0.      0.     11.25    0.      0.
   0.      0.     24.375  30.     11.25    0.     -7.5  ]",4619127.890693173,4391549.421405342
15,75.0,4.840558842973001,0.06,"[-22.5     0.    -15.     18.75    0.    -24.375   0.      0.      0.
   0.      0.     15.     30.      0.      0.    -24.375]",4672868.317327589,4129761.5319503164
16,80.0,4.840558842973001,0.06,"[  7.5  -11.25 -30.     0.     0.    30.     0.     0.     0.     0.
  -7.5    0.    15.     0.     0.    30.  ]",4675440.261894532,4308533.291178631
17,85.0,4.840558842973001,0.06,"[  0.     18.75    0.      0.      0.      0.      0.      0.      0.
   0.    -24.375   0.      0.    -18.75    0.     18.75 ]",4728725.872927252,4437216.626663221
18,90.0,4.840558842973001,0.06,"[  0.      0.     30.      0.      0.    -15.    -15.    -15.      0.
   0.     28.125   0.      0.     30.      0.      0.   ]",4720206.329258997,4325897.028862426
19,95.0,4.840558842973001,0.06,"[  0.     0.    22.5    0.     0.   -30.   -30.     0.     0.     0.
   0.     0.   -22.5   18.75   0.     0.  ]",4789988.385217976,4306669.195117416
20,100.0,4.840558842973001,0.06,"[  0.    -11.25    0.      0.      0.     24.375  18.75    0.      0.
   0.      0.      0.     -7.5     0.      0.     -7.5  ]",4965856.650963102,4668818.239484841
